,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,Temporada,Equipe
18,2023-11-25,15:30,Bundesliga,Rodada da semana 12,sáb,Visitante,D,1.0,2.0,Wolfsburg,2.7,0.9,64.0,25.35,Yussuf Poulsen,4-2-2-2,Robert Hartmann,Relatório da Partida,,25.0,9.0,153.0,0.0,2024,RB Leipzig
20,2023-12-02,15:30,Bundesliga,Rodada da semana 13,sáb,Em casa,V,2.0,1.0,Heidenheim,4.0,1.0,70.0,44.887,Yussuf Poulsen,4-2-2-2,Christian Dingert,Relatório da Partida,,22.0,7.0,152.0,0.0,2024,RB Leipzig
21,2023-12-09,18:30,Bundesliga,Rodada da semana 14,sáb,Visitante,V,3.0,2.0,Dortmund,2.8,1.5,47.0,81.365,Lukas Klostermann,3-4-2003,Sven Jablonski,Relatório da Partida,,26.0,8.0,166.0,1.0,2024,RB Leipzig
23,2023-12-16,18:30,Bundesliga,Rodada da semana 15,sáb,Em casa,V,3.0,1.0,Hoffenheim,2.8,0.8,57.0,42.946,Yussuf Poulsen,4-2-2-2,Robert Schröder,Relatório da Partida,,22.0,10.0,150.0,1.0,2024,RB Leipzig
24,2023-12-19,18:30,Bundesliga,Rodada da semana 16,ter,Visitante,E,1.0,1.0,Werder Bremen,1.7,1.5,55.0,41.0,Emil Forsberg,4-4-2002,Tobias Reichel,Relatório da Partida,,17.0,8.0,161.0,0.0,2024,RB Leipzig
25,2024-01-13,15:30,Bundesliga,Rodada da semana 17,sáb,Em casa,D,0.0,1.0,Eint Frankfurt,3.5,1.1,62.0,45.867,Kevin Kampl,4-4-2002,Frank Willenborg,Relatório da Partida,,31.0,8.0,133.0,0.0,2024,RB Leipzig
26,2024-01-20,18:30,Bundesliga,Rodada da semana 18,sáb,Em casa,D,2.0,3.0,Leverkusen,1.6,2.0,40.0,46.529,Lukas Klostermann,4-2-2-2,Matthias Jöllenbeck,Relatório da Partida,,10.0,6.0,157.0,0.0,2024,RB Leipzig
27,2024-01-27,15:30,Bundesliga,Rodada da semana 19,sáb,Visitante,D,2.0,5.0,Stuttgart,0.4,2.2,46.0,52.1,Lukas Klostermann,4-2-2-2,Sven Jablonski,Relatório da Partida,,4.0,2.0,202.0,0.0,2024,RB Leipzig
28,2024-02-04,17:30,Bundesliga,Rodada da semana 20,dom,Em casa,V,2.0,0.0,Union Berlin,1.1,0.5,66.0,44.032,Willi Orban,4-2-2-2,Marco Fritz,Relatório da Partida,,16.0,6.0,159.0,1.0,2024,RB Leipzig
29,2024-02-10,15:30,Bundesliga,Rodada da semana 21,sáb,Visitante,E,2.0,2.0,Augsburg,1.3,0.7,58.0,28.51,Willi Orban,4-2-2-2,Benjamin Brand,Relatório da Partida,,8.0,6.0,156.0,0.0,2024,RB Leipzig
31,2024-02-17,18:30,Bundesliga,Rodada da semana 22,sáb,Em casa,V,2.0,0.0,M'Gladbach,1.7,0.7,49.0,44.822,Willi Orban,4-2-2-2,Sören Storks,Relatório da Partida,,16.0,9.0,163.0,0.0,2024,RB Leipzig
32,2024-02-24,18:30,Bundesliga,Rodada da semana 23,sáb,Visitante,D,1.0,2.0,Bayern Munich,0.7,1.4,43.0,75.0,Willi Orban,4-2-2-2,Sascha Stegemann,Relatório da Partida,,11.0,6.0,203.0,0.0,2024,RB Leipzig
1,2023-08-20,17:30,Bundesliga,Rodada da semana 1,dom,Em casa,V,1.0,0.0,Darmstadt 98,1.5,0.5,61.0,54.0,Sebastian Rode,3-4-2003,Harm Osmers,Relatório da Partida,,9.0,3.0,140.0,0.0,2024,Eintracht Frankfurt
3,2023-08-27,15:30,Bundesliga,Rodada da semana 2,dom,Visitante,E,1.0,1.0,Mainz 05,1.1,1.2,60.0,33.305,Kevin Trapp,3-4-2003,Bastian Dankert,Relatório da Partida,,7.0,1.0,151.0,1.0,2024,Eintracht Frankfurt
5,2023-09-03,15:30,Bundesliga,Rodada da semana 3,dom,Em casa,E,1.0,1.0,Köln,1.1,0.9,65.0,54.0,Kevin Trapp,3-4-2003,Florian Badstübner,Relatório da Partida,,13.0,2.0,143.0,0.0,2024,Eintracht Frankfurt
6,2023-09-16,18:30,Bundesliga,Rodada da semana 4,sáb,Visitante,E,1.0,1.0,Bochum,0.6,2.0,51.0,26.0,Kevin Trapp,3-4-2003,Benjamin Brand,Relatório da Partida,,8.0,6.0,218.0,0.0,2024,Eintracht Frankfurt
8,2023-09-24,17:30,Bundesliga,Rodada da semana 5,dom,Em casa,E,0.0,0.0,Freiburg,0.6,0.5,57.0,55.8,Kevin Trapp,3-4-2003,Felix Zwayer,Relatório da Partida,,12.0,4.0,168.0,0.0,2024,Eintracht Frankfurt
9,2023-09-30,15:30,Bundesliga,Rodada da semana 6,sáb,Visitante,D,0.0,2.0,Wolfsburg,1.3,3.2,46.0,28.323,Kevin Trapp,3-4-2003,Frank Willenborg,Relatório da Partida,,8.0,4.0,156.0,0.0,2024,Eintracht Frankfurt
11,2023-10-08,19:30,Bundesliga,Rodada da semana 7,dom,Em casa,V,2.0,0.0,Heidenheim,1.9,1.2,49.0,55.8,Kevin Trapp,3-4-2003,Daniel Schlager,Relatório da Partida,,12.0,6.0,187.0,1.0,2024,Eintracht Frankfurt
12,2023-10-21,15:30,Bundesliga,Rodada da semana 8,sáb,Visitante,V,3.0,1.0,Hoffenheim,2.4,1.4,46.0,30.15,Robin Koch,3-4-2003,Matthias Jöllenbeck,Relatório da Partida,,15.0,5.0,108.0,0.0,2024,Eintracht Frankfurt
14,2023-10-29,15:30,Bundesliga,Rodada da semana 9,dom,Em casa,E,3.0,3.0,Dortmund,2.2,2.2,41.0,56.5,Kevin Trapp,3-4-2003,Robert Schröder,Relatório da Partida,,11.0,6.0,147.0,0.0,2024,Eintracht Frankfurt
16,2023-11-04,15:30,Bundesliga,Rodada da semana 10,sáb,Visitante,V,3.0,0.0,Union Berlin,1.6,0.7,50.0,22.012,Kevin Trapp,3-4-2003,Sven Jablonski,Relatório da Partida,,4.0,3.0,96.0,0.0,2024,Eintracht Frankfurt
18,2023-11-12,17:30,Bundesliga,Rodada da semana 11,dom,Visitante,E,2.0,2.0,Werder Bremen,2.0,1.5,51.0,42.1,Kevin Trapp,3-4-2003,Benjamin Brand,Relatório da Partida,,14.0,3.0,173.0,0.0,2024,Eintracht Frankfurt
19,2023-11-25,18:30,Bundesliga,Rodada da semana 12,sáb,Em casa,D,1.0,2.0,Stuttgart,0.9,2.3,57.0,58.0,Kevin Trapp,4-4-1-1,Felix Brych,Relatório da Partida,,14.0,1.0,203.0,0.0,2024,Eintracht Frankfurt
21,2023-12-03,19:30,Bundesliga,Rodada da semana 13,dom,Visitante,D,1.0,2.0,Augsburg,1.0,1.4,64.0,26.107,Kevin Trapp,4-3-2003,Harm Osmers,Relatório da Partida,,14.0,6.0,190.0,1.0,2024,Eintracht Frankfurt
23,2023-12-09,15:30,Bundesliga,Rodada da semana 14,sáb,Em casa,V,5.0,1.0,Bayern Munich,1.3,2.1,36.0,58.0,Kevin Trapp,4-4-2002,Felix Zwayer,Relatório da Partida,,14.0,6.0,171.0,0.0,2024,Eintracht Frankfurt
25,2023-12-17,17:30,Bundesliga,Rodada da semana 15,dom,Visitante,D,0.0,3.0,Leverkusen,0.2,2.5,39.0,30.21,Kevin Trapp,3-4-2003,Christian Dingert,Relatório da Partida,,4.0,2.0,198.0,0.0,2024,Eintracht Frankfurt
26,2023-12-20,20:30,Bundesliga,Rodada da semana 16,qua,Em casa,V,2.0,1.0,M'Gladbach,1.4,0.3,63.0,58.0,Kevin Trapp,4-4-2002,Florian Badstübner,Relatório da Partida,,14.0,6.0,161.0,1.0,2024,Eintracht Frankfurt
27,2024-01-13,15:30,Bundesliga,Rodada da semana 17,sáb,Visitante,V,1.0,0.0,RB Leipzig,1.1,3.5,38.0,45.867,Kevin Trapp,3-4-2003,Frank Willenborg,Relatório da Partida,,5.0,1.0,129.0,0.0,2024,Eintracht Frankfurt
28,2024-01-20,15:30,Bundesliga,Rodada da semana 18,sáb,Visitante,E,2.0,2.0,Darmstadt 98,1.2,1.1,50.0,17.75,Kevin Trapp,3-4-2003,Daniel Siebert,Relatório da Partida,,8.0,4.0,164.0,0.0,2024,Eintracht Frankfurt
29,2024-01-26,20:30,Bundesliga,Rodada da semana 19,sex,Em casa,V,1.0,0.0,Mainz 05,1.3,0.8,55.0,58.0,Kevin Trapp,3-4-2003,Felix Zwayer,Relatório da Partida,,11.0,3.0,178.0,0.0,2024,Eintracht Frankfurt
30,2024-02-03,18:30,Bundesliga,Rodada da semana 20,sáb,Visitante,D,0.0,2.0,Köln,0.8,1.3,59.0,50.0,Kevin Trapp,3-4-2003,Timo Gerach,Relatório da Partida,,11.0,4.0,169.0,1.0,2024,Eintracht Frankfurt
31,2024-02-10,15:30,Bundesliga,Rodada da semana 21,sáb,Em casa,E,1.0,1.0,Bochum,2.4,1.5,53.0,57.5,Robin Koch,4-2-3-1,Sven Jablonski,Relatório da Partida,,9.0,2.0,126.0,0.0,2024,Eintracht Frankfurt
33,2024-02-18,15:30,Bundesliga,Rodada da semana 22,dom,Visitante,E,3.0,3.0,Freiburg,1.0,2.2,46.0,34.7,Kevin Trapp,3-4-2003,Tobias Stieler,Relatório da Partida,,10.0,5.0,157.0,0.0,2024,Eintracht Frankfurt
35,2024-02-25,15:30,Bundesliga,Rodada da semana 23,dom,Em casa,E,2.0,2.0,Wolfsburg,1.2,1.1,57.0,56.5,Kevin Trapp,4-4-2002,Daniel Schlager,Relatório da Partida,,12.0,5.0,147.0,0.0,2024,Eintracht Frankfurt
1,2023-08-19,15:30,Bundesliga,Rodada da semana 1,sáb,Em casa,D,1.0,2.0,Freiburg,1.4,2.6,50.0,25.89,Oliver Baumann,3-5-2002,Sven Jablonski,Relatório da Partida,,22.0,4.0,176.0,0.0,2024,Hoffenheim
2,2023-08-26,15:30,Bundesliga,Rodada da semana 2,sáb,Visitante,V,3.0,2.0,Heidenheim,3.0,2.4,62.0,15.0,Oliver Baumann,3-4-2003,Robert Hartmann,Relatório da Partida,,15.0,5.0,188.0,2.0,2024,Hoffenheim
3,2023-09-02,15:30,Bundesliga,Rodada da semana 3,sáb,Em casa,V,3.0,1.0,Wolfsburg,2.0,1.2,40.0,17.5,Oliver Baumann,3-5-2002,Felix Zwayer,Relatório da Partida,,10.0,5.0,169.0,1.0,2024,Hoffenheim
4,2023-09-16,15:30,Bundesliga,Rodada da semana 4,sáb,Visitante,V,3.0,1.0,Köln,1.0,1.0,44.0,49.3,Oliver Baumann,3-5-2002,Daniel Siebert,Relatório da Partida,,13.0,5.0,206.0,2.0,2024,Hoffenheim
5,2023-09-23,15:30,Bundesliga,Rodada da semana 5,sáb,Visitante,V,2.0,0.0,Union Berlin,2.0,1.6,43.0,20.0,Oliver Baumann,3-5-2002,Deniz Aytekin,Relatório da Partida,,10.0,2.0,191.0,2.0,2024,Hoffenheim
6,2023-09-29,20:30,Bundesliga,Rodada da semana 6,sex,Em casa,D,1.0,3.0,Dortmund,1.9,1.6,53.0,30.15,Oliver Baumann,3-5-2002,Florian Badstübner,Relatório da Partida,,14.0,2.0,187.0,2.0,2024,Hoffenheim
7,2023-10-07,18:30,Bundesliga,Rodada da semana 7,sáb,Visitante,V,3.0,2.0,Werder Bremen,1.9,0.8,52.0,41.0,Oliver Baumann,3-5-2002,Christian Dingert,Relatório da Partida,,10.0,4.0,172.0,0.0,2024,Hoffenheim
8,2023-10-21,15:30,Bundesliga,Rodada da semana 8,sáb,Em casa,D,1.0,3.0,Eint Frankfurt,1.4,2.4,54.0,30.15,Oliver Baumann,3-5-2002,Matthias Jöllenbeck,Relatório da Partida,,14.0,4.0,153.0,1.0,2024,Hoffenheim
9,2023-10-28,15:30,Bundesliga,Rodada da semana 9,sáb,Visitante,V,3.0,2.0,Stuttgart,1.7,3.6,27.0,53.2,Oliver Baumann,3-1-4-2,Felix Zwayer,Relatório da Partida,,6.0,4.0,200.0,0.0,2024,Hoffenheim
11,2023-11-04,15:30,Bundesliga,Rodada da semana 10,sáb,Em casa,D,2.0,3.0,Leverkusen,1.7,1.0,47.0,30.15,Oliver Baumann,3-5-2002,Frank Willenborg,Relatório da Partida,,12.0,7.0,208.0,0.0,2024,Hoffenheim
12,2023-11-11,15:30,Bundesliga,Rodada da semana 11,sáb,Visitante,E,1.0,1.0,Augsburg,0.8,1.0,66.0,28.26,Oliver Baumann,3-1-4-2,Felix Brych,Relatório da Partida,,12.0,6.0,170.0,0.0,2024,Hoffenheim
13,2023-11-26,17:30,Bundesliga,Rodada da semana 12,dom,Em casa,E,1.0,1.0,Mainz 05,1.2,1.8,53.0,22.0,Oliver Baumann,3-1-4-2,Deniz Aytekin,Relatório da Partida,,15.0,4.0,177.0,0.0,2024,Hoffenheim
14,2023-12-02,15:30,Bundesliga,Rodada da semana 13,sáb,Visitante,D,1.0,2.0,M'Gladbach,1.4,1.6,51.0,49.341,Oliver Baumann,3-1-4-2,Tobias Reichel,Relatório da Partida,,19.0,5.0,180.0,0.0,2024,Hoffenheim
15,2023-12-08,20:30,Bundesliga,Rodada da semana 14,sex,Em casa,V,3.0,1.0,Bochum,1.5,1.5,42.0,16.023,Oliver Baumann,4-3-2-1,Matthias Jöllenbeck,Relatório da Partida,,17.0,7.0,187.0,0.0,2024,Hoffenheim
16,2023-12-16,18:30,Bundesliga,Rodada da semana 15,sáb,Visitante,D,1.0,3.0,RB Leipzig,0.8,2.8,43.0,42.946,Oliver Baumann,3-4-1-2,Robert Schröder,Relatório da Partida,,9.0,4.0,125.0,1.0,2024,Hoffenheim
17,2023-12-19,20:30,Bundesliga,Rodada da semana 16,ter,Em casa,E,3.0,3.0,Darmstadt 98,3.5,0.8,45.0,18.125,Oliver Baumann,3-1-4-2,Frank Willenborg,Relatório da Partida,,13.0,3.0,141.0,1.0,2024,Hoffenheim
18,2024-01-12,20:30,Bundesliga,Rodada da semana 17,sex,Visitante,D,0.0,3.0,Bayern Munich,1.2,2.8,39.0,75.0,Oliver Baumann,3-1-4-2,Benjamin Brand,Relatório da Partida,,11.0,4.0,182.0,0.0,2024,Hoffenheim
19,2024-01-20,15:30,Bundesliga,Rodada da semana 18,sáb,Visitante,D,2.0,3.0,Freiburg,1.4,2.7,56.0,33.6,Oliver Baumann,3-1-4-2,Sascha Stegemann,Relatório da Partida,,16.0,4.0,182.0,0.0,2024,Hoffenheim
20,2024-01-27,15:30,Bundesliga,Rodada da semana 19,sáb,Em casa,E,1.0,1.0,Heidenheim,2.8,1.1,67.0,20.12,Oliver Baumann,4-3-1-2,Tobias Welz,Relatório da Partida,,22.0,6.0,171.0,0.0,2024,Hoffenheim
21,2024-02-04,15:30,Bundesliga,Rodada da semana 20,dom,Visitante,E,2.0,2.0,Wolfsburg,1.7,1.7,55.0,22.917,Oliver Baumann,4-1-2-1-2◆,Florian Badstübner,Relatório da Partida,,17.0,7.0,183.0,1.0,2024,Hoffenheim
22,2024-02-11,17:30,Bundesliga,Rodada da semana 21,dom,Em casa,E,1.0,1.0,Köln,1.2,0.1,57.0,23.02,Oliver Baumann,3-4-2003,Christian Dingert,Relatório da Partida,,10.0,3.0,146.0,0.0,2024,Hoffenheim
23,2024-02-17,15:30,Bundesliga,Rodada da semana 22,sáb,Em casa,D,0.0,1.0,Union Berlin,1.0,1.4,66.0,19.05,Oliver Baumann,4-1-2-1-2◆,Robert Hartmann,Relatório da Partida,,18.0,4.0,195.0,0.0,2024,Hoffenheim
24,2024-02-25,17:30,Bundesliga,Rodada da semana 23,dom,Visitante,V,3.0,2.0,Dortmund,1.3,2.0,30.0,81.365,Oliver Baumann,3-4-1-2,Marco Fritz,Relatório da Partida,,9.0,5.0,166.0,1.0,2024,Hoffenheim
1,2023-08-18,20:30,Bundesliga,Rodada da semana 1,sex,Em casa,D,0.0,4.0,Bayern Munich,0.6,2.8,28.0,42.1,Marco Friedl,3-1-4-2,Felix Zwayer,Relatório da Partida,,6.0,1.0,207.0,1.0,2024,Werder Bremen
2,2023-08-26,15:30,Bundesliga,Rodada da semana 2,sáb,Visitante,D,0.0,1.0,Freiburg,1.0,2.4,51.0,34.7,Marco Friedl,3-1-4-2,Benjamin Brand,Relatório da Partida,,15.0,1.0,198.0,1.0,2024,Werder Bremen
3,2023-09-02,15:30,Bundesliga,Rodada da semana 3,sáb,Em casa,V,4.0,0.0,Mainz 05,2.7,0.5,45.0,41.0,Marco Friedl,3-5-2002,Robert Schröder,Relatório da Partida,,12.0,5.0,147.0,0.0,2024,Werder Bremen
4,2023-09-17,15:30,Bundesliga,Rodada da semana 4,dom,Visitante,D,2.0,4.0,Heidenheim,3.0,2.2,59.0,15.0,Marco Friedl,3-5-2002,Patrick Ittrich,Relatório da Partida,,10.0,3.0,159.0,0.0,2024,Werder Bremen
5,2023-09-23,18:30,Bundesliga,Rodada da semana 5,sáb,Em casa,V,2.0,1.0,Köln,2.1,1.3,47.0,42.1,Niklas Stark,3-1-4-2,Bastian Dankert,Relatório da Partida,,17.0,6.0,172.0,0.0,2024,Werder Bremen
6,2023-10-01,15:30,Bundesliga,Rodada da semana 6,dom,Visitante,D,2.0,4.0,Darmstadt 98,1.5,2.4,57.0,17.81,Christian Groß,3-5-2002,Martin Petersen,Relatório da Partida,,11.0,6.0,162.0,2.0,2024,Werder Bremen
7,2023-10-07,18:30,Bundesliga,Rodada da semana 7,sáb,Em casa,D,2.0,3.0,Hoffenheim,0.8,1.9,48.0,41.0,Marco Friedl,3-1-4-2,Christian Dingert,Relatório da Partida,,13.0,3.0,210.0,0.0,2024,Werder Bremen
8,2023-10-20,20:30,Bundesliga,Rodada da semana 8,sex,Visitante,D,0.0,1.0,Dortmund,0.4,2.6,43.0,81.365,Marco Friedl,3-5-2002,Felix Brych,Relatório da Partida,,5.0,1.0,148.0,0.0,2024,Werder Bremen
9,2023-10-28,15:30,Bundesliga,Rodada da semana 9,sáb,Em casa,V,2.0,0.0,Union Berlin,0.8,0.6,56.0,42.1,Marco Friedl,3-5-2002,Tobias Stieler,Relatório da Partida,,10.0,4.0,202.0,0.0,2024,Werder Bremen
10,2023-11-05,15:30,Bundesliga,Rodada da semana 10,dom,Visitante,E,2.0,2.0,Wolfsburg,1.2,1.6,44.0,28.917,Marco Friedl,3-5-2002,Tobias Reichel,Relatório da Partida,,13.0,4.0,140.0,1.0,2024,Werder Bremen
11,2023-11-12,17:30,Bundesliga,Rodada da semana 11,dom,Em casa,E,2.0,2.0,Eint Frankfurt,1.5,2.0,49.0,42.1,Marco Friedl,3-5-2002,Benjamin Brand,Relatório da Partida,,12.0,4.0,218.0,1.0,2024,Werder Bremen
12,2023-11-25,15:30,Bundesliga,Rodada da semana 12,sáb,Em casa,D,0.0,3.0,Leverkusen,0.2,1.0,41.0,42.1,Marco Friedl,3-5-2002,Martin Petersen,Relatório da Partida,,2.0,1.0,121.0,0.0,2024,Werder Bremen
13,2023-12-02,18:30,Bundesliga,Rodada da semana 13,sáb,Visitante,D,0.0,2.0,Stuttgart,0.8,3.5,42.0,54.5,Marco Friedl,3-5-2002,Bastian Dankert,Relatório da Partida,,12.0,3.0,152.0,0.0,2024,Werder Bremen
14,2023-12-09,15:30,Bundesliga,Rodada da semana 14,sáb,Em casa,V,2.0,0.0,Augsburg,1.5,0.7,48.0,41.0,Leonardo Bittencourt,3-5-2002,Sascha Stegemann,Relatório da Partida,,14.0,5.0,179.0,0.0,2024,Werder Bremen
15,2023-12-15,20:30,Bundesliga,Rodada da semana 15,sex,Visitante,E,2.0,2.0,M'Gladbach,1.6,1.4,50.0,50.66,Leonardo Bittencourt,3-4-2003,Felix Zwayer,Relatório da Partida,,12.0,5.0,145.0,0.0,2024,Werder Bremen
16,2023-12-19,18:30,Bundesliga,Rodada da semana 16,ter,Em casa,E,1.0,1.0,RB Leipzig,1.5,1.7,45.0,41.0,Marco Friedl,3-4-2003,Tobias Reichel,Relatório da Partida,,11.0,1.0,151.0,1.0,2024,Werder Bremen
17,2024-01-14,15:30,Bundesliga,Rodada da semana 17,dom,Visitante,E,1.0,1.0,Bochum,0.8,0.7,51.0,26.0,Marco Friedl,3-4-2003,Tobias Stieler,Relatório da Partida,,16.0,3.0,160.0,0.0,2024,Werder Bremen
18,2024-01-21,15:30,Bundesliga,Rodada da semana 18,dom,Visitante,V,1.0,0.0,Bayern Munich,0.4,1.9,32.0,75.0,Marco Friedl,3-5-2002,Marco Fritz,Relatório da Partida,,8.0,3.0,173.0,0.0,2024,Werder Bremen
19,2024-01-27,15:30,Bundesliga,Rodada da semana 19,sáb,Em casa,V,3.0,1.0,Freiburg,2.5,1.2,42.0,41.5,Marco Friedl,3-5-2002,Robert Hartmann,Relatório da Partida,,13.0,2.0,204.0,0.0,2024,Werder Bremen
20,2024-02-03,15:30,Bundesliga,Rodada da semana 20,sáb,Visitante,V,1.0,0.0,Mainz 05,0.6,0.8,41.0,31.8,Marco Friedl,3-5-2002,Benjamin Brand,Relatório da Partida,,6.0,1.0,164.0,0.0,2024,Werder Bremen
21,2024-02-10,15:30,Bundesliga,Rodada da semana 21,sáb,Em casa,D,1.0,2.0,Heidenheim,1.7,1.8,65.0,41.0,Marco Friedl,3-5-2002,Robert Schröder,Relatório da Partida,,15.0,3.0,171.0,1.0,2024,Werder Bremen
22,2024-02-16,20:30,Bundesliga,Rodada da semana 22,sex,Visitante,V,1.0,0.0,Köln,1.8,0.8,43.0,50.0,Marco Friedl,3-5-2002,Daniel Siebert,Relatório da Partida,,13.0,4.0,167.0,0.0,2024,Werder Bremen
23,2024-02-24,15:30,Bundesliga,Rodada da semana 23,sáb,Em casa,E,1.0,1.0,Darmstadt 98,1.2,0.8,55.0,42.358,Christian Groß,3-5-2002,Florian Badstübner,Relatório da Partida,,15.0,4.0,174.0,0.0,2024,Werder Bremen
1,2023-08-19,15:30,Bundesliga,Rodada da semana 1,sáb,Visitante,V,2.0,1.0,Hoffenheim,2.6,1.4,50.0,25.89,Christian Günter,4-2-2-2,Sven Jablonski,Relatório da Partida,,18.0,7.0,148.0,0.0,2024,Freiburg
2,2023-08-26,15:30,Bundesliga,Rodada da semana 2,sáb,Em casa,V,1.0,0.0,Werder Bremen,2.4,1.0,49.0,34.7,Vincenzo Grifo,4-2-2-2,Benjamin Brand,Relatório da Partida,,23.0,7.0,156.0,0.0,2024,Freiburg
3,2023-09-02,15:30,Bundesliga,Rodada da semana 3,sáb,Visitante,D,0.0,5.0,Stuttgart,1.0,1.7,52.0,54.3,Vincenzo Grifo,4-2-3-1,Felix Brych,Relatório da Partida,,13.0,7.0,137.0,0.0,2024,Freiburg
4,2023-09-16,15:30,Bundesliga,Rodada da semana 4,sáb,Em casa,D,2.0,4.0,Dortmund,1.0,2.3,50.0,34.7,Maximilian Eggestein,4-2-3-1,Tobias Stieler,Relatório da Partida,,15.0,4.0,158.0,1.0,2024,Freiburg
6,2023-09-24,17:30,Bundesliga,Rodada da semana 5,dom,Visitante,E,0.0,0.0,Eint Frankfurt,0.5,0.6,43.0,55.8,Vincenzo Grifo,3-4-2003,Felix Zwayer,Relatório da Partida,,7.0,1.0,171.0,0.0,2024,Freiburg
7,2023-10-01,17:30,Bundesliga,Rodada da semana 6,dom,Em casa,V,2.0,0.0,Augsburg,1.0,0.8,53.0,33.134,Vincenzo Grifo,3-4-2003,Harm Osmers,Relatório da Partida,,6.0,2.0,201.0,0.0,2024,Freiburg
9,2023-10-08,17:30,Bundesliga,Rodada da semana 7,dom,Visitante,D,0.0,3.0,Bayern Munich,0.1,2.4,31.0,75.0,Vincenzo Grifo,4-4-2002,Robert Schröder,Relatório da Partida,,2.0,0.0,164.0,0.0,2024,Freiburg
10,2023-10-21,15:30,Bundesliga,Rodada da semana 8,sáb,Em casa,V,2.0,1.0,Bochum,2.3,1.5,58.0,33.9,Vincenzo Grifo,3-4-2003,Tobias Reichel,Relatório da Partida,,16.0,4.0,157.0,1.0,2024,Freiburg
12,2023-10-29,17:30,Bundesliga,Rodada da semana 9,dom,Visitante,D,1.0,2.0,Leverkusen,0.9,1.4,30.0,30.21,Vincenzo Grifo,4-1-4-1,Daniel Siebert,Relatório da Partida,,10.0,3.0,154.0,0.0,2024,Freiburg
14,2023-11-04,15:30,Bundesliga,Rodada da semana 10,sáb,Em casa,E,3.0,3.0,M'Gladbach,3.3,2.2,59.0,34.7,Vincenzo Grifo,4-4-2002,Felix Brych,Relatório da Partida,,15.0,7.0,144.0,0.0,2024,Freiburg
16,2023-11-12,19:30,Bundesliga,Rodada da semana 11,dom,Visitante,D,1.0,3.0,RB Leipzig,0.5,1.9,39.0,41.117,Vincenzo Grifo,3-4-2003,Patrick Ittrich,Relatório da Partida,,9.0,3.0,161.0,0.0,2024,Freiburg
17,2023-11-25,15:30,Bundesliga,Rodada da semana 12,sáb,Em casa,E,1.0,1.0,Darmstadt 98,1.6,0.4,66.0,34.3,Vincenzo Grifo,3-4-2003,Sascha Stegemann,Relatório da Partida,,15.0,3.0,186.0,1.0,2024,Freiburg
19,2023-12-03,15:30,Bundesliga,Rodada da semana 13,dom,Visitante,V,1.0,0.0,Mainz 05,0.9,2.3,39.0,30.3,Maximilian Eggestein,4-4-2002,Tobias Stieler,Relatório da Partida,,13.0,5.0,171.0,0.0,2024,Freiburg
20,2023-12-09,15:30,Bundesliga,Rodada da semana 14,sáb,Visitante,V,1.0,0.0,Wolfsburg,1.1,1.2,42.0,20.146,Vincenzo Grifo,4-4-1-1,Marco Fritz,Relatório da Partida,,4.0,1.0,130.0,0.0,2024,Freiburg
22,2023-12-17,15:30,Bundesliga,Rodada da semana 15,dom,Em casa,V,2.0,0.0,Köln,3.0,1.2,52.0,34.7,Vincenzo Grifo,4-2-3-1,Harm Osmers,Relatório da Partida,,22.0,7.0,152.0,0.0,2024,Freiburg
23,2023-12-20,20:30,Bundesliga,Rodada da semana 16,qua,Visitante,D,2.0,3.0,Heidenheim,1.8,1.9,47.0,15.0,Maximilian Eggestein,4-2-3-1,Benjamin Brand,Relatório da Partida,,10.0,3.0,162.0,0.0,2024,Freiburg
24,2024-01-13,15:30,Bundesliga,Rodada da semana 17,sáb,Em casa,E,0.0,0.0,Union Berlin,1.8,0.5,57.0,33.8,Vincenzo Grifo,4-2-3-1,Christian Dingert,Relatório da Partida,,13.0,3.0,120.0,0.0,2024,Freiburg
25,2024-01-20,15:30,Bundesliga,Rodada da semana 18,sáb,Em casa,V,3.0,2.0,Hoffenheim,2.7,1.4,44.0,33.6,Vincenzo Grifo,4-1-3-2,Sascha Stegemann,Relatório da Partida,,18.0,9.0,156.0,1.0,2024,Freiburg
26,2024-01-27,15:30,Bundesliga,Rodada da semana 19,sáb,Visitante,D,1.0,3.0,Werder Bremen,1.2,2.5,58.0,41.5,Vincenzo Grifo,4-2-3-1,Robert Hartmann,Relatório da Partida,,6.0,3.0,160.0,1.0,2024,Freiburg
27,2024-02-03,15:30,Bundesliga,Rodada da semana 20,sáb,Em casa,D,1.0,3.0,Stuttgart,0.7,1.7,35.0,34.7,Vincenzo Grifo,4-2-3-1,Daniel Siebert,Relatório da Partida,,6.0,3.0,114.0,0.0,2024,Freiburg
28,2024-02-09,20:30,Bundesliga,Rodada da semana 21,sex,Visitante,D,0.0,3.0,Dortmund,0.3,1.9,34.0,81.365,Vincenzo Grifo,4-2-3-1,Harm Osmers,Relatório da Partida,,6.0,3.0,190.0,0.0,2024,Freiburg
30,2024-02-18,15:30,Bundesliga,Rodada da semana 22,dom,Em casa,E,3.0,3.0,Eint Frankfurt,2.2,1.0,54.0,34.7,Vincenzo Grifo,3-4-2003,Tobias Stieler,Relatório da Partida,,12.0,6.0,180.0,0.0,2024,Freiburg
