,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,Temporada,Equipe
12,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Em casa,V,3,2,Dortmund,1.9,2.5,42.0,50.0,Jonas Hector,4-1-3-2,Harm Osmers,Relatório da Partida,,21.0,10.0,161.0,0.0,2023,Koln
14,2022-10-09,15:30,Bundesliga,Rodada da semana 9,dom,Visitante,D,2,5,M'Gladbach,1.3,3.0,35.0,54.042,Jonas Hector,4-1-3-2,Sven Jablonski,Relatório da Partida,,4.0,2.0,192.0,0.0,2023,Koln
16,2022-10-16,15:30,Bundesliga,Rodada da semana 10,dom,Em casa,V,3,2,Augsburg,1.5,0.4,64.0,49.0,Jonas Hector,4-1-3-2,Felix Zwayer,Relatório da Partida,,15.0,5.0,151.0,0.0,2023,Koln
17,2022-10-21,20:30,Bundesliga,Rodada da semana 11,sex,Visitante,D,0,5,Mainz 05,0.7,1.9,45.0,31.61,Jonas Hector,4-3-1-2,Matthias Jöllenbeck,Relatório da Partida,,6.0,2.0,194.0,1.0,2023,Koln
19,2022-10-30,19:30,Bundesliga,Rodada da semana 12,dom,Em casa,E,1,1,Hoffenheim,1.2,0.9,36.0,49.0,Florian Kainz,4-4-2002,Frank Willenborg,Relatório da Partida,,11.0,3.0,174.0,0.0,2023,Koln
21,2022-11-06,17:30,Bundesliga,Rodada da semana 13,dom,Visitante,D,0,2,Freiburg,0.5,1.4,45.0,33.8,Florian Kainz,4-2-3-1,Florian Badstübner,Relatório da Partida,,6.0,2.0,142.0,0.0,2023,Koln
22,2022-11-09,18:30,Bundesliga,Rodada da semana 14,qua,Em casa,D,1,2,Leverkusen,1.4,1.4,58.0,50.0,Jonas Hector,4-2-3-1,Tobias Stieler,Relatório da Partida,,19.0,7.0,178.0,0.0,2023,Koln
23,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Visitante,D,0,2,Hertha BSC,1.8,1.8,52.0,60.827,Jonas Hector,4-2-3-1,Christian Dingert,Relatório da Partida,,10.0,3.0,166.0,2.0,2023,Koln
24,2023-01-21,18:30,Bundesliga,Rodada da semana 16,sáb,Em casa,V,7,1,Werder Bremen,3.0,0.3,50.0,50.0,Jonas Hector,4-2-2-2,Robert Schröder,Relatório da Partida,,15.0,7.0,145.0,0.0,2023,Koln
25,2023-01-24,20:30,Bundesliga,Rodada da semana 17,ter,Visitante,E,1,1,Bayern Munich,0.8,1.4,23.0,75.0,Jonas Hector,4-2-3-1,Tobias Stieler,Relatório da Partida,,3.0,1.0,75.0,0.0,2023,Koln
26,2023-01-29,15:30,Bundesliga,Rodada da semana 18,dom,Visitante,E,0,0,Schalke 04,0.3,1.2,46.0,61.571,Jonas Hector,4-1-3-2,Matthias Jöllenbeck,Relatório da Partida,,6.0,0.0,157.0,0.0,2023,Koln
27,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Em casa,E,0,0,RB Leipzig,0.8,1.3,44.0,49.2,Jonas Hector,4-2-2-2,Martin Petersen,Relatório da Partida,,9.0,0.0,210.0,0.0,2023,Koln
28,2023-02-12,17:30,Bundesliga,Rodada da semana 20,dom,Em casa,V,3,0,Eint Frankfurt,1.2,0.3,43.0,50.0,Jonas Hector,4-2-3-1,Daniel Siebert,Relatório da Partida,,8.0,4.0,130.0,0.0,2023,Koln
29,2023-02-18,15:30,Bundesliga,Rodada da semana 21,sáb,Visitante,D,0,3,Stuttgart,0.5,1.5,55.0,46.85,Jonas Hector,4-2-3-1,Benjamin Cortus,Relatório da Partida,,12.0,4.0,193.0,1.0,2023,Koln
30,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Em casa,D,0,2,Wolfsburg,1.2,1.0,57.0,49.3,Jonas Hector,4-4-2002,Frank Willenborg,Relatório da Partida,,13.0,5.0,149.0,0.0,2023,Koln
31,2023-03-04,15:30,Bundesliga,Rodada da semana 23,sáb,Visitante,E,0,0,Union Berlin,0.9,0.5,48.0,22.012,Jonas Hector,4-2-3-1,Tobias Stieler,Relatório da Partida,,10.0,4.0,153.0,0.0,2023,Koln
32,2023-03-10,20:30,Bundesliga,Rodada da semana 24,sex,Em casa,D,0,2,Bochum,0.7,1.4,63.0,50.0,Jonas Hector,4-2-3-1,Tobias Welz,Relatório da Partida,,11.0,5.0,151.0,1.0,2023,Koln
33,2023-03-18,18:30,Bundesliga,Rodada da semana 25,sáb,Visitante,D,1,6,Dortmund,1.6,3.3,37.0,81.365,Jonas Hector,4-2-2-2,Daniel Siebert,Relatório da Partida,,11.0,5.0,146.0,0.0,2023,Koln
34,2023-04-02,15:30,Bundesliga,Rodada da semana 26,dom,Em casa,E,0,0,M'Gladbach,1.0,1.0,51.0,50.0,Jonas Hector,4-1-4-1,Felix Zwayer,Relatório da Partida,,12.0,5.0,174.0,1.0,2023,Koln
35,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Visitante,V,3,1,Augsburg,1.7,0.8,47.0,30.66,Jonas Hector,4-1-4-1,Robert Schröder,Relatório da Partida,,11.0,6.0,155.0,0.0,2023,Koln
36,2023-04-15,15:30,Bundesliga,Rodada da semana 28,sáb,Em casa,E,1,1,Mainz 05,1.0,0.8,53.0,50.0,Jonas Hector,4-2-3-1,Benjamin Cortus,Relatório da Partida,,11.0,4.0,174.0,0.0,2023,Koln
37,2023-04-22,15:30,Bundesliga,Rodada da semana 29,sáb,Visitante,V,3,1,Hoffenheim,1.7,0.9,46.0,30.15,Jonas Hector,4-2-3-1,Robin Braun,Relatório da Partida,,12.0,5.0,190.0,0.0,2023,Koln
38,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Em casa,D,0,1,Freiburg,1.6,1.6,57.0,50.0,Jonas Hector,4-2-3-1,Tobias Reichel,Relatório da Partida,,19.0,4.0,169.0,0.0,2023,Koln
39,2023-05-05,20:30,Bundesliga,Rodada da semana 31,sex,Visitante,V,2,1,Leverkusen,0.8,0.9,36.0,30.21,Jonas Hector,4-2-3-1,Felix Zwayer,Relatório da Partida,,7.0,5.0,187.0,0.0,2023,Koln
40,2023-05-12,20:30,Bundesliga,Rodada da semana 32,sex,Em casa,V,5,2,Hertha BSC,4.3,1.1,63.0,50.0,Jonas Hector,4-2-3-1,Sven Jablonski,Relatório da Partida,,31.0,16.0,131.0,0.0,2023,Koln
41,2023-05-20,15:30,Bundesliga,Rodada da semana 33,sáb,Visitante,E,1,1,Werder Bremen,1.4,1.8,56.0,41.846,Jonas Hector,4-2-3-1,Robert Hartmann,Relatório da Partida,,13.0,4.0,141.0,0.0,2023,Koln
42,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Em casa,D,1,2,Bayern Munich,1.3,1.3,47.0,50.0,Jonas Hector,4-2-3-1,Sven Jablonski,Relatório da Partida,,7.0,1.0,187.0,0.0,2023,Koln
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Visitante,D,1,3,M'Gladbach,0.1,1.9,39.0,49.659,Oliver Baumann,3-5-2002,Daniel Siebert,Relatório da Partida,,2.0,1.0,235.0,0.0,2023,Hoffenheim
2,2022-08-13,15:30,Bundesliga,Rodada da semana 2,sáb,Em casa,V,3,2,Bochum,2.6,1.5,59.0,17.005,Oliver Baumann,3-5-2002,Patrick Ittrich,Relatório da Partida,,22.0,11.0,178.0,1.0,2023,Hoffenheim
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Visitante,V,3,0,Leverkusen,1.5,1.2,44.0,26.3,Oliver Baumann,3-5-2002,Tobias Reichel,Relatório da Partida,,10.0,5.0,142.0,0.0,2023,Hoffenheim
4,2022-08-27,15:30,Bundesliga,Rodada da semana 4,sáb,Em casa,V,1,0,Augsburg,1.9,0.6,50.0,17.206,Oliver Baumann,3-5-2002,Tobias Welz,Relatório da Partida,,21.0,5.0,198.0,0.0,2023,Hoffenheim
5,2022-09-02,20:30,Bundesliga,Rodada da semana 5,sex,Visitante,D,0,1,Dortmund,0.5,2.0,51.0,79.3,Oliver Baumann,3-5-2002,Daniel Siebert,Relatório da Partida,,7.0,2.0,158.0,1.0,2023,Hoffenheim
6,2022-09-10,15:30,Bundesliga,Rodada da semana 6,sáb,Em casa,V,4,1,Mainz 05,4.2,0.7,64.0,20.114,Oliver Baumann,3-1-4-2,Daniel Schlager,Relatório da Partida,,20.0,9.0,154.0,1.0,2023,Hoffenheim
7,2022-09-18,19:30,Bundesliga,Rodada da semana 7,dom,Em casa,E,0,0,Freiburg,0.7,1.0,50.0,24.233,Oliver Baumann,3-5-2002,Deniz Aytekin,Relatório da Partida,,10.0,3.0,179.0,0.0,2023,Hoffenheim
8,2022-10-02,15:30,Bundesliga,Rodada da semana 8,dom,Visitante,E,1,1,Hertha BSC,1.4,0.9,57.0,41.653,Oliver Baumann,3-5-2002,Christian Dingert,Relatório da Partida,,16.0,4.0,165.0,0.0,2023,Hoffenheim
9,2022-10-07,20:30,Bundesliga,Rodada da semana 9,sex,Em casa,D,1,2,Werder Bremen,1.7,1.3,46.0,25.41,Oliver Baumann,3-5-2002,Benjamin Cortus,Relatório da Partida,,17.0,6.0,165.0,0.0,2023,Hoffenheim
10,2022-10-14,20:30,Bundesliga,Rodada da semana 10,sex,Visitante,V,3,0,Schalke 04,3.2,0.7,49.0,59.811,Oliver Baumann,3-5-2002,Florian Badstübner,Relatório da Partida,,15.0,5.0,178.0,0.0,2023,Hoffenheim
12,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Em casa,D,0,2,Bayern Munich,0.8,2.4,42.0,30.15,Oliver Baumann,3-5-2002,Sven Jablonski,Relatório da Partida,,7.0,3.0,151.0,0.0,2023,Hoffenheim
13,2022-10-30,19:30,Bundesliga,Rodada da semana 12,dom,Visitante,E,1,1,Köln,0.9,1.2,64.0,49.0,Oliver Baumann,3-5-2002,Frank Willenborg,Relatório da Partida,,5.0,1.0,134.0,0.0,2023,Hoffenheim
14,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Em casa,D,1,3,RB Leipzig,0.9,1.7,37.0,23.127,Oliver Baumann,3-5-2002,Martin Petersen,Relatório da Partida,,11.0,3.0,198.0,2.0,2023,Hoffenheim
15,2022-11-09,20:30,Bundesliga,Rodada da semana 14,qua,Visitante,D,2,4,Eint Frankfurt,1.8,2.8,49.0,49.0,Oliver Baumann,3-5-2002,Felix Zwayer,Relatório da Partida,,12.0,3.0,135.0,0.0,2023,Hoffenheim
16,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Em casa,D,1,2,Wolfsburg,1.4,0.7,60.0,18.014,Oliver Baumann,3-4-1-2,Daniel Schlager,Relatório da Partida,,22.0,8.0,175.0,3.0,2023,Hoffenheim
17,2023-01-21,15:30,Bundesliga,Rodada da semana 16,sáb,Visitante,D,1,3,Union Berlin,1.0,2.9,48.0,21.747,Oliver Baumann,3-4-2003,Robert Hartmann,Relatório da Partida,,12.0,4.0,174.0,1.0,2023,Hoffenheim
18,2023-01-24,20:30,Bundesliga,Rodada da semana 17,ter,Em casa,E,2,2,Stuttgart,2.0,0.8,49.0,23.159,Oliver Baumann,3-4-2003,Florian Badstübner,Relatório da Partida,,15.0,6.0,136.0,0.0,2023,Hoffenheim
19,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Em casa,D,1,4,M'Gladbach,1.8,1.7,51.0,24.119,Oliver Baumann,3-4-1-2,Benjamin Brand,Relatório da Partida,,15.0,4.0,162.0,0.0,2023,Hoffenheim
21,2023-02-04,15:30,Bundesliga,Rodada da semana 19,sáb,Visitante,D,2,5,Bochum,0.9,2.7,54.0,23.7,Oliver Baumann,3-4-1-2,Bastian Dankert,Relatório da Partida,,9.0,4.0,150.0,0.0,2023,Hoffenheim
22,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Em casa,D,1,3,Leverkusen,0.7,1.4,50.0,20.619,Oliver Baumann,3-4-2003,Tobias Stieler,Relatório da Partida,,11.0,6.0,210.0,1.0,2023,Hoffenheim
23,2023-02-17,20:30,Bundesliga,Rodada da semana 21,sex,Visitante,D,0,1,Augsburg,0.6,1.6,54.0,25.872,Oliver Baumann,3-4-1-2,Patrick Ittrich,Relatório da Partida,,8.0,2.0,201.0,1.0,2023,Hoffenheim
24,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Em casa,D,0,1,Dortmund,1.3,2.3,44.0,30.15,Oliver Baumann,3-4-1-2,Martin Petersen,Relatório da Partida,,13.0,4.0,181.0,0.0,2023,Hoffenheim
25,2023-03-04,15:30,Bundesliga,Rodada da semana 23,sáb,Visitante,D,0,1,Mainz 05,0.8,1.1,53.0,28.1,Oliver Baumann,3-4-2003,Sascha Stegemann,Relatório da Partida,,15.0,3.0,186.0,1.0,2023,Hoffenheim
26,2023-03-12,15:30,Bundesliga,Rodada da semana 24,dom,Visitante,D,1,2,Freiburg,1.0,0.6,41.0,33.5,Oliver Baumann,3-5-2002,Harm Osmers,Relatório da Partida,,12.0,1.0,170.0,0.0,2023,Hoffenheim
27,2023-03-18,15:30,Bundesliga,Rodada da semana 25,sáb,Em casa,V,3,1,Hertha BSC,2.6,1.0,48.0,25.027,Oliver Baumann,3-4-2003,Frank Willenborg,Relatório da Partida,,14.0,5.0,178.0,1.0,2023,Hoffenheim
28,2023-04-02,17:30,Bundesliga,Rodada da semana 26,dom,Visitante,V,2,1,Werder Bremen,1.1,0.9,43.0,42.0,Oliver Baumann,3-5-2002,Sascha Stegemann,Relatório da Partida,,8.0,2.0,147.0,0.0,2023,Hoffenheim
29,2023-04-09,19:30,Bundesliga,Rodada da semana 27,dom,Em casa,V,2,0,Schalke 04,2.2,0.7,46.0,30.15,Oliver Baumann,3-5-2002,Matthias Jöllenbeck,Relatório da Partida,,14.0,3.0,189.0,0.0,2023,Hoffenheim
30,2023-04-15,15:30,Bundesliga,Rodada da semana 28,sáb,Visitante,E,1,1,Bayern Munich,0.4,1.6,34.0,75.0,Oliver Baumann,3-5-2002,Bastian Dankert,Relatório da Partida,,4.0,1.0,164.0,1.0,2023,Hoffenheim
31,2023-04-22,15:30,Bundesliga,Rodada da semana 29,sáb,Em casa,D,1,3,Köln,0.9,1.7,54.0,30.15,Oliver Baumann,3-5-2002,Robin Braun,Relatório da Partida,,12.0,4.0,189.0,1.0,2023,Hoffenheim
32,2023-04-29,15:30,Bundesliga,Rodada da semana 30,sáb,Visitante,D,0,1,RB Leipzig,0.3,1.4,41.0,45.294,Oliver Baumann,3-5-2002,Tobias Stieler,Relatório da Partida,,5.0,1.0,153.0,0.0,2023,Hoffenheim
33,2023-05-06,15:30,Bundesliga,Rodada da semana 31,sáb,Em casa,V,3,1,Eint Frankfurt,2.2,2.2,32.0,30.0,Oliver Baumann,3-5-2002,Harm Osmers,Relatório da Partida,,7.0,3.0,186.0,1.0,2023,Hoffenheim
34,2023-05-13,15:30,Bundesliga,Rodada da semana 32,sáb,Visitante,D,1,2,Wolfsburg,1.0,1.1,54.0,22.617,Oliver Baumann,3-5-2002,Tobias Stieler,Relatório da Partida,,10.0,2.0,193.0,0.0,2023,Hoffenheim
35,2023-05-20,15:30,Bundesliga,Rodada da semana 33,sáb,Em casa,V,4,2,Union Berlin,2.4,2.0,43.0,30.0,Oliver Baumann,3-4-2003,Christian Dingert,Relatório da Partida,,9.0,4.0,181.0,0.0,2023,Hoffenheim
36,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Visitante,E,1,1,Stuttgart,0.8,2.5,43.0,47.5,Oliver Baumann,3-5-2002,Robert Schröder,Relatório da Partida,,8.0,2.0,200.0,0.0,2023,Hoffenheim
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Visitante,E,2,2,Wolfsburg,0.8,1.0,39.0,28.015,Marco Friedl,3-5-2002,Sascha Stegemann,Relatório da Partida,,10.0,4.0,215.0,0.0,2023,Werder Bremen
2,2022-08-13,15:30,Bundesliga,Rodada da semana 2,sáb,Em casa,E,2,2,Stuttgart,0.5,1.4,57.0,41.0,Marco Friedl,3-5-2002,Robert Hartmann,Relatório da Partida,,5.0,3.0,166.0,0.0,2023,Werder Bremen
3,2022-08-20,15:30,Bundesliga,Rodada da semana 3,sáb,Visitante,V,3,2,Dortmund,1.3,0.5,50.0,81.365,Marco Friedl,3-5-2002,Florian Badstübner,Relatório da Partida,,14.0,7.0,186.0,1.0,2023,Werder Bremen
4,2022-08-28,17:30,Bundesliga,Rodada da semana 4,dom,Em casa,D,3,4,Eint Frankfurt,1.8,1.8,54.0,41.0,Marco Friedl,3-5-2002,Patrick Ittrich,Relatório da Partida,,9.0,3.0,182.0,0.0,2023,Werder Bremen
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Visitante,V,2,0,Bochum,2.0,0.8,50.0,25.8,Marco Friedl,3-5-2002,Robert Schröder,Relatório da Partida,,15.0,6.0,189.0,1.0,2023,Werder Bremen
6,2022-09-09,20:30,Bundesliga,Rodada da semana 6,sex,Em casa,D,0,1,Augsburg,1.3,1.0,68.0,41.0,Marco Friedl,3-1-4-2,Martin Petersen,Relatório da Partida,,11.0,6.0,198.0,0.0,2023,Werder Bremen
7,2022-09-17,15:30,Bundesliga,Rodada da semana 7,sáb,Visitante,E,1,1,Leverkusen,2.1,1.8,46.0,30.21,Marco Friedl,3-5-2002,Tobias Welz,Relatório da Partida,,19.0,7.0,167.0,1.0,2023,Werder Bremen
8,2022-10-01,18:30,Bundesliga,Rodada da semana 8,sáb,Em casa,V,5,1,M'Gladbach,1.9,2.3,47.0,42.1,Marco Friedl,3-5-2002,Matthias Jöllenbeck,Relatório da Partida,,14.0,8.0,154.0,0.0,2023,Werder Bremen
9,2022-10-07,20:30,Bundesliga,Rodada da semana 9,sex,Visitante,V,2,1,Hoffenheim,1.3,1.7,54.0,25.41,Marco Friedl,3-5-2002,Benjamin Cortus,Relatório da Partida,,7.0,2.0,194.0,0.0,2023,Werder Bremen
10,2022-10-15,15:30,Bundesliga,Rodada da semana 10,sáb,Em casa,D,0,2,Mainz 05,1.3,1.1,67.0,41.0,Marco Friedl,3-5-2002,Robert Hartmann,Relatório da Partida,,14.0,3.0,189.0,0.0,2023,Werder Bremen
12,2022-10-22,15:30,Bundesliga,Rodada da semana 11,sáb,Visitante,D,0,2,Freiburg,0.5,2.9,39.0,34.7,Marco Friedl,3-5-2002,Bastian Dankert,Relatório da Partida,,10.0,1.0,176.0,0.0,2023,Werder Bremen
13,2022-10-28,20:30,Bundesliga,Rodada da semana 12,sex,Em casa,V,1,0,Hertha BSC,1.3,0.4,52.0,42.1,Miloš Veljković,3-1-4-2,Tobias Reichel,Relatório da Partida,,16.0,4.0,161.0,2.0,2023,Werder Bremen
14,2022-11-05,18:30,Bundesliga,Rodada da semana 13,sáb,Em casa,V,2,1,Schalke 04,1.0,1.4,45.0,41.0,Marco Friedl,3-5-2002,Felix Brych,Relatório da Partida,,11.0,5.0,193.0,1.0,2023,Werder Bremen
15,2022-11-08,20:30,Bundesliga,Rodada da semana 14,ter,Visitante,D,1,6,Bayern Munich,1.3,4.4,39.0,75.0,Marco Friedl,3-1-4-2,Robert Hartmann,Relatório da Partida,,6.0,2.0,146.0,0.0,2023,Werder Bremen
16,2022-11-12,15:30,Bundesliga,Rodada da semana 15,sáb,Em casa,D,1,2,RB Leipzig,0.9,1.7,48.0,41.5,Marco Friedl,3-1-4-2,Matthias Jöllenbeck,Relatório da Partida,,7.0,6.0,129.0,0.0,2023,Werder Bremen
17,2023-01-21,18:30,Bundesliga,Rodada da semana 16,sáb,Visitante,D,1,7,Köln,0.3,3.0,50.0,50.0,Marco Friedl,3-1-4-2,Robert Schröder,Relatório da Partida,,5.0,2.0,156.0,0.0,2023,Werder Bremen
18,2023-01-25,20:30,Bundesliga,Rodada da semana 17,qua,Em casa,D,1,2,Union Berlin,0.6,1.1,58.0,41.5,Marco Friedl,3-1-4-2,Bastian Dankert,Relatório da Partida,,9.0,4.0,195.0,1.0,2023,Werder Bremen
19,2023-01-28,15:30,Bundesliga,Rodada da semana 18,sáb,Em casa,V,2,1,Wolfsburg,2.2,0.7,43.0,41.0,Marco Friedl,3-1-4-2,Daniel Siebert,Relatório da Partida,,13.0,4.0,157.0,0.0,2023,Werder Bremen
20,2023-02-05,15:30,Bundesliga,Rodada da semana 19,dom,Visitante,V,2,0,Stuttgart,0.5,1.3,42.0,47.7,Marco Friedl,3-4-1-2,Frank Willenborg,Relatório da Partida,,9.0,3.0,217.0,2.0,2023,Werder Bremen
21,2023-02-11,15:30,Bundesliga,Rodada da semana 20,sáb,Em casa,D,0,2,Dortmund,0.6,2.5,44.0,42.1,Miloš Veljković,3-5-2002,Felix Brych,Relatório da Partida,,9.0,4.0,182.0,1.0,2023,Werder Bremen
22,2023-02-18,18:30,Bundesliga,Rodada da semana 21,sáb,Visitante,D,0,2,Eint Frankfurt,0.3,2.1,55.0,50.0,Marco Friedl,3-1-4-2,Bastian Dankert,Relatório da Partida,,3.0,0.0,157.0,0.0,2023,Werder Bremen
23,2023-02-25,15:30,Bundesliga,Rodada da semana 22,sáb,Em casa,V,3,0,Bochum,1.2,0.5,59.0,42.1,Marco Friedl,3-5-2002,Florian Badstübner,Relatório da Partida,,11.0,6.0,182.0,1.0,2023,Werder Bremen
24,2023-03-04,15:30,Bundesliga,Rodada da semana 23,sáb,Visitante,D,1,2,Augsburg,2.3,0.6,62.0,30.66,Marco Friedl,3-5-2002,Felix Zwayer,Relatório da Partida,,20.0,7.0,175.0,0.0,2023,Werder Bremen
25,2023-03-12,17:30,Bundesliga,Rodada da semana 24,dom,Em casa,D,2,3,Leverkusen,1.8,1.0,53.0,41.0,Miloš Veljković,3-1-4-2,Deniz Aytekin,Relatório da Partida,,11.0,5.0,212.0,1.0,2023,Werder Bremen
26,2023-03-17,20:30,Bundesliga,Rodada da semana 25,sex,Visitante,E,2,2,M'Gladbach,1.3,3.4,42.0,54.042,Niclas Füllkrug,3-5-2002,Tobias Reichel,Relatório da Partida,,8.0,3.0,160.0,0.0,2023,Werder Bremen
27,2023-04-02,17:30,Bundesliga,Rodada da semana 26,dom,Em casa,D,1,2,Hoffenheim,0.9,1.1,57.0,42.0,Marco Friedl,3-4-2003,Sascha Stegemann,Relatório da Partida,,12.0,4.0,180.0,0.0,2023,Werder Bremen
28,2023-04-08,15:30,Bundesliga,Rodada da semana 27,sáb,Visitante,E,2,2,Mainz 05,0.9,1.9,49.0,33.305,Marco Friedl,3-5-2002,Benjamin Brand,Relatório da Partida,,9.0,4.0,185.0,1.0,2023,Werder Bremen
29,2023-04-16,15:30,Bundesliga,Rodada da semana 28,dom,Em casa,D,1,2,Freiburg,1.7,0.8,50.0,42.1,Marco Friedl,3-5-2002,Florian Badstübner,Relatório da Partida,,13.0,5.0,191.0,0.0,2023,Werder Bremen
30,2023-04-22,15:30,Bundesliga,Rodada da semana 29,sáb,Visitante,V,4,2,Hertha BSC,2.0,1.6,46.0,74.667,Marco Friedl,3-5-2002,Robert Schröder,Relatório da Partida,,13.0,4.0,136.0,1.0,2023,Werder Bremen
31,2023-04-29,18:30,Bundesliga,Rodada da semana 30,sáb,Visitante,D,1,2,Schalke 04,1.2,1.6,43.0,61.981,Marco Friedl,3-5-2002,Bastian Dankert,Relatório da Partida,,10.0,1.0,208.0,2.0,2023,Werder Bremen
32,2023-05-06,18:30,Bundesliga,Rodada da semana 31,sáb,Em casa,D,1,2,Bayern Munich,0.7,1.4,33.0,42.1,Marco Friedl,3-5-2002,Christian Dingert,Relatório da Partida,,13.0,2.0,214.0,0.0,2023,Werder Bremen
33,2023-05-14,17:30,Bundesliga,Rodada da semana 32,dom,Visitante,D,1,2,RB Leipzig,1.1,2.2,39.0,47.069,Marco Friedl,3-1-4-2,Florian Badstübner,Relatório da Partida,,6.0,2.0,136.0,0.0,2023,Werder Bremen
34,2023-05-20,15:30,Bundesliga,Rodada da semana 33,sáb,Em casa,E,1,1,Köln,1.8,1.4,44.0,41.846,Marco Friedl,3-1-4-2,Robert Hartmann,Relatório da Partida,,14.0,6.0,169.0,1.0,2023,Werder Bremen
35,2023-05-27,15:30,Bundesliga,Rodada da semana 34,sáb,Visitante,D,0,1,Union Berlin,0.4,0.9,52.0,22.012,Marco Friedl,3-1-4-2,Patrick Ittrich,Relatório da Partida,,7.0,3.0,212.0,1.0,2023,Werder Bremen
1,2022-08-06,15:30,Bundesliga,Rodada da semana 1,sáb,Em casa,D,1,2,Mainz 05,0.9,1.4,59.0,24.11,Anthony Losilla,4-2-3-1,Felix Zwayer,Relatório da Partida,,16.0,3.0,251.0,2.0,2023,Bochum
2,2022-08-13,15:30,Bundesliga,Rodada da semana 2,sáb,Visitante,D,2,3,Hoffenheim,1.5,2.6,41.0,17.005,Anthony Losilla,3-4-1-2,Patrick Ittrich,Relatório da Partida,,11.0,5.0,182.0,1.0,2023,Bochum
3,2022-08-21,17:30,Bundesliga,Rodada da semana 3,dom,Em casa,D,0,7,Bayern Munich,0.7,2.9,36.0,26.0,Anthony Losilla,4-4-2002,Daniel Siebert,Relatório da Partida,,13.0,7.0,170.0,0.0,2023,Bochum
4,2022-08-26,20:30,Bundesliga,Rodada da semana 4,sex,Visitante,D,0,1,Freiburg,1.2,3.9,52.0,32.8,Anthony Losilla,4-2-3-1,Marco Fritz,Relatório da Partida,,15.0,5.0,153.0,0.0,2023,Bochum
5,2022-09-03,15:30,Bundesliga,Rodada da semana 5,sáb,Em casa,D,0,2,Werder Bremen,0.8,2.0,50.0,25.8,Anthony Losilla,4-2-3-1,Robert Schröder,Relatório da Partida,,19.0,5.0,196.0,0.0,2023,Bochum
6,2022-09-10,18:30,Bundesliga,Rodada da semana 6,sáb,Visitante,D,1,3,Schalke 04,1.1,1.5,55.0,62.041,Anthony Losilla,4-2-3-1,Felix Zwayer,Relatório da Partida,,10.0,2.0,165.0,0.0,2023,Bochum
7,2022-09-18,17:30,Bundesliga,Rodada da semana 7,dom,Em casa,E,1,1,Köln,0.2,2.1,35.0,25.8,Anthony Losilla,4-2-3-1,Bastian Dankert,Relatório da Partida,,7.0,0.0,264.0,0.0,2023,Bochum
8,2022-10-01,15:30,Bundesliga,Rodada da semana 8,sáb,Visitante,D,0,4,RB Leipzig,0.1,3.9,30.0,44.403,Anthony Losilla,3-1-4-2,Florian Badstübner,Relatório da Partida,,2.0,1.0,117.0,0.0,2023,Bochum
9,2022-10-08,15:30,Bundesliga,Rodada da semana 9,sáb,Em casa,V,3,0,Eint Frankfurt,0.6,0.9,46.0,24.85,Anthony Losilla,4-2-3-1,Martin Petersen,Relatório da Partida,,11.0,5.0,189.0,1.0,2023,Bochum
10,2022-10-15,15:30,Bundesliga,Rodada da semana 10,sáb,Visitante,D,1,4,Stuttgart,1.6,2.2,52.0,45.4,Anthony Losilla,4-3-2003,Christian Dingert,Relatório da Partida,,15.0,5.0,190.0,0.0,2023,Bochum
12,2022-10-23,15:30,Bundesliga,Rodada da semana 11,dom,Em casa,V,2,1,Union Berlin,1.1,1.0,47.0,25.46,Anthony Losilla,4-3-2003,Deniz Aytekin,Relatório da Partida,,9.0,5.0,150.0,0.0,2023,Bochum
13,2022-10-29,15:30,Bundesliga,Rodada da semana 12,sáb,Visitante,D,0,4,Wolfsburg,0.5,2.0,48.0,24.037,Anthony Losilla,4-2-3-1,Robert Hartmann,Relatório da Partida,,10.0,2.0,201.0,0.0,2023,Bochum
14,2022-11-05,15:30,Bundesliga,Rodada da semana 13,sáb,Visitante,D,0,3,Dortmund,0.6,1.5,40.0,81.365,Anthony Losilla,4-2-3-1,Tobias Stieler,Relatório da Partida,,7.0,1.0,180.0,0.0,2023,Bochum
